"","chr","start","end","count_c1","count_c2","count_c3","count_c4","count_c5","count_c6","count_c7","count_c8","count_c9","count_c10","count_h1","count_h2","count_h3","count_h4","count_h5","count_h6","count_h7","count_h8","count_h9","count_h10","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"529","chr10",42596809,42600503,1034,3547,1424,1005,744,767,879,759,1031,981,1252,1257,1373,878,486,1337,1248,1081,709,738,1148.41560882396,0.764124840517749,0.181264154590024,4.21553198008738,2.49190074734306e-05,0.0063420747704113
"530","chr10",42596809,42600503,1034,3547,1424,1005,744,767,879,759,1031,981,1252,1257,1373,878,486,1337,1248,642,1288,738,1155.59298249529,0.778539491967788,0.183346568360348,4.246272504199,2.17356254970335e-05,0.0055646672800879
"531","chr10",42596809,42600503,1034,3547,1424,1005,744,767,879,759,1031,981,1252,1257,1373,878,486,1337,880,1081,1288,738,1165.75576433625,0.798416520855681,0.180325354558637,4.42764425895559,9.5267854888377e-06,0.00256414497863278
"532","chr10",42596809,42600503,1034,3547,1424,1005,744,767,879,759,1031,981,1252,1257,593,1087,486,1337,1248,1081,1288,738,1138.280236311,0.743562980707571,0.170217162412423,4.36831968157226,1.2520613112023e-05,0.00332547330581037
"533","chr10",42596809,42600503,1034,3547,1424,1005,744,767,879,759,1031,981,1252,796,1373,1087,486,1337,1248,1081,1288,738,1170.57587897332,0.807755549354831,0.176382207748596,4.57957500172666,4.65921693538427e-06,0.00128315990680855
"534","chr10",42596809,42600503,1034,3547,1424,1005,744,767,879,759,1031,981,1252,796,1373,1087,486,1337,880,1081,1288,738,1153.71244454116,0.774764611669931,0.187499563951315,4.13208753846009,3.59483454758217e-05,0.00891591070499039
"535","chr10",42596809,42600503,1034,3547,1424,1005,744,767,879,759,1031,981,1252,796,1373,878,486,1337,1248,1081,1288,738,1160.10650646455,0.787376041212762,0.183176297762255,4.29846028570084,1.7198870981654e-05,0.0044652581682693
"536","chr10",42596809,42600503,1034,3547,1424,1005,744,767,879,759,1031,981,907,1257,1373,1087,486,1337,1248,1081,1288,307,1109.17462588538,0.685544957815486,0.164092971894583,4.17778378866764,2.94363270681883e-05,0.00741122465007362
"537","chr10",42596809,42600503,1034,3547,1424,1005,744,767,879,759,1031,981,907,1257,1373,1087,486,1337,1248,1081,1288,738,1177.40906701903,0.820888618839168,0.17211057199717,4.76954209909118,1.8464515320728e-06,0.000514575010188955
"538","chr10",42596809,42600503,1034,3547,1424,1005,744,767,879,759,1031,981,907,1257,1373,1087,486,1337,1248,642,1288,738,1150.38285074591,0.768195989470037,0.186673614139468,4.11518249652626,3.86873198285837e-05,0.00952427678339698
"539","chr10",42596809,42600503,1034,3547,1424,1005,744,767,879,759,1031,981,907,1257,1373,1087,486,1337,880,1081,1288,738,1160.54563258687,0.788223700292077,0.183861341752311,4.2870550860764,1.81057406498631e-05,0.00467965005945507
"540","chr10",42596809,42600503,1034,3547,1424,1005,744,767,879,759,1031,981,907,1257,1373,878,486,1337,1248,1081,1288,738,1166.93969451027,0.800710344399894,0.179290031925885,4.46600592235318,7.96934045299677e-06,0.00215770453634954
"541","chr10",42596809,42600503,1034,3547,1424,1005,744,767,879,759,1031,981,907,796,1373,1087,486,1337,1248,1081,1288,738,1154.89637471518,0.777099752888788,0.186557634409513,4.16546744574909,3.10715260907412e-05,0.00779797108404891
"542","chr10",42596809,42600503,1034,3547,1028,1411,1422,1102,1445,1221,1414,1413,907,796,593,878,200,519,880,642,709,200,949.62943713648,-0.505911387134991,0.116073342013519,-4.35854933061262,1.30927412588565e-05,0.00346785370448396
"543","chr10",42596809,42600503,1034,3547,1028,1411,1422,767,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1226.70402532772,0.741383961726725,0.171402579710087,4.32539558611494,1.52258376553967e-05,0.00399010984442472
"544","chr10",42596809,42600503,1034,3547,1028,1411,744,1102,1445,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1234.79691820508,0.71603437501911,0.167855219284377,4.26578558636307,1.99200020233239e-05,0.0051222836255595
"545","chr10",42596809,42600503,1034,3547,1028,1411,744,1102,879,759,1414,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1227.07077907382,0.740132273587999,0.169067003356372,4.37774526604634,1.19913384387375e-05,0.00319371773513439
"546","chr10",42596809,42600503,1034,3547,1028,1411,744,1102,879,759,1031,1413,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1229.10162979786,0.733754631446456,0.168628463495454,4.35130947787019,1.3532688252097e-05,0.0035756287008952
"547","chr10",42596809,42600503,1034,3547,1028,1411,744,1102,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,307,1143.35947012729,0.65727536494874,0.159366370960647,4.12430402340682,3.71857452978323e-05,0.00919120767342966
"548","chr10",42596809,42600503,1034,3547,1028,1411,744,1102,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1211.59391126095,0.789530856885601,0.165699252953574,4.7648425856622,1.89001142156554e-06,0.000526544894236537
"549","chr10",42596809,42600503,1034,3547,1028,1411,744,1102,879,759,1031,981,1252,1257,1373,1087,486,1337,880,1081,1288,738,1194.73047682878,0.757525367370677,0.178160049675517,4.25193733808651,2.11929164967241e-05,0.00543376083838845
"550","chr10",42596809,42600503,1034,3547,1028,1411,744,1102,879,759,1031,981,1252,1257,1373,878,486,1337,1248,1081,1288,738,1201.12453875218,0.769758363475113,0.173310122877142,4.44150838217792,8.933046649468e-06,0.00240733370152958
"551","chr10",42596809,42600503,1034,3547,1028,1411,744,1102,879,759,1031,981,1252,796,1373,1087,486,1337,1248,1081,1288,738,1189.08121895709,0.746633060627761,0.18104460636083,4.12402819192352,3.72303295651806e-05,0.00919899430721467
"552","chr10",42596809,42600503,1034,3547,1028,1411,744,1102,879,759,1031,981,907,1257,1373,1087,486,1337,1248,1081,1288,738,1195.9144070028,0.759789732293779,0.177108145852934,4.28997620992931,1.78692258983089e-05,0.00462542561163793
"553","chr10",42596809,42600503,1034,3547,1028,1411,744,767,1445,759,1414,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1232.74600626266,0.722187749014961,0.16805519212608,4.29732482453238,1.72871779322727e-05,0.00448549410863188
"554","chr10",42596809,42600503,1034,3547,1028,1411,744,767,1445,759,1031,1413,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1234.7768569867,0.715886456026894,0.167554273512193,4.27256459068946,1.93237553533221e-05,0.00497959196078658
"555","chr10",42596809,42600503,1034,3547,1028,1411,744,767,1445,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1217.26913844978,0.770959188024081,0.165075295442911,4.67034867910145,3.0068891307837e-06,0.000831278557238921
"556","chr10",42596809,42600503,1034,3547,1028,1411,744,767,1445,759,1031,981,1252,1257,1373,1087,486,1337,880,1081,1288,738,1200.40570401762,0.738984858074071,0.177561584529148,4.16185099966125,3.15678311845288e-05,0.00791335041848141
"557","chr10",42596809,42600503,1034,3547,1028,1411,744,767,1445,759,1031,981,1252,1257,1373,878,486,1337,1248,1081,1288,738,1206.79976594102,0.751206756712927,0.172707334222025,4.34959383801968,1.36389911654121e-05,0.00360041914085669
"558","chr10",42596809,42600503,1034,3547,1028,1411,744,767,1445,759,1031,981,907,1257,1373,1087,486,1337,1248,1081,1288,738,1201.58963419164,0.741246825339548,0.176508455446688,4.19949754511015,2.67507930379864e-05,0.00678640649054825
"559","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,1221,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1219.59589553402,0.764073963088534,0.172752321414787,4.42294469232604,9.73646726007649e-06,0.00261813876845281
"560","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,1221,1031,981,1252,1257,1373,878,486,1337,1248,1081,1288,738,1209.12652302525,0.744267533335468,0.179807348824979,4.13924980374369,3.48443377131531e-05,0.00865946318723176
"561","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1414,1413,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1227.05071785544,0.739981926026808,0.168775150995613,4.3844246126377,1.16292745914657e-05,0.00310301596597621
"562","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1414,981,1252,1257,1373,1087,486,1337,1248,1081,1288,307,1141.30855818487,0.663709901897364,0.159414362107426,4.16342601208105,3.13507645483632e-05,0.00786349124468783
"563","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1414,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1209.54299931853,0.795983842200287,0.165693628513861,4.80394961073411,1.55565995092947e-06,0.000434655809207567
"564","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1414,981,1252,1257,1373,1087,486,1337,1248,642,1288,738,1182.5167830454,0.744415031899744,0.181276954544609,4.10650671934449,4.01687782221308e-05,0.00984698180155598
"565","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1414,981,1252,1257,1373,1087,486,1337,880,1081,1288,738,1192.67956488636,0.764010031755746,0.178172071773157,4.28804595553257,1.80251806135234e-05,0.00466021985879921
"566","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1414,981,1252,1257,1373,878,486,1337,1248,1081,1288,738,1199.07362680976,0.776231461493529,0.173313786989668,4.47876349006098,7.5076658939478e-06,0.00203908394136877
"567","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1414,981,1252,796,1373,1087,486,1337,1248,1081,1288,738,1187.03030701467,0.753124303412778,0.181066882344475,4.15937080078498,3.19125470858454e-05,0.00799050669136155
"568","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1414,981,907,1257,1373,1087,486,1337,1248,1081,1288,738,1193.86349506038,0.766271973649043,0.177118564343426,4.32632218135685,1.51619610068608e-05,0.0039757775910114
"569","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,1413,1252,1257,1373,1087,486,1337,1248,1081,1288,307,1143.33940890891,0.657091208349987,0.159059299759772,4.13110839380279,3.6101828977956e-05,0.00894628747352676
"570","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,1413,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1211.57385004256,0.78935873547459,0.165409297105894,4.77215458432938,1.82265522483208e-06,0.000508270662391236
"571","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,1413,1252,1257,1373,1087,486,1337,880,1081,1288,738,1194.7104156104,0.757385660440048,0.177902496868759,4.25730764756371,2.06903544967077e-05,0.00531119927307391
"572","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,1413,1252,1257,1373,878,486,1337,1248,1081,1288,738,1201.10447753379,0.769606924339439,0.173040774150035,4.44754670175107,8.68565791640615e-06,0.00234504636177854
"573","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,1413,1252,796,1373,1087,486,1337,1248,1081,1288,738,1189.0611577387,0.746499875713664,0.180793181647489,4.12902670836995,3.64302088176486e-05,0.00901733613110337
"574","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,1413,907,1257,1373,1087,486,1337,1248,1081,1288,738,1195.89434578442,0.759647538012787,0.176848144598298,4.29547926407873,1.74316331316032e-05,0.00452026582456094
"575","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,307,1125.831690372,0.715148713766802,0.15445896194975,4.63002408367512,3.656232047088e-06,0.00100918300307363
"576","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1194.06613150565,0.847307042277446,0.160892548829232,5.2662913754742,1.39207278238453e-07,3.93521972470354e-05
"577","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,709,738,1159.86254156119,0.781575090649292,0.175558577877271,4.45193336662634,8.51005762830198e-06,0.00229978794332873
"578","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,642,1288,738,1167.03991523253,0.79578797946584,0.177570545552838,4.48153142171343,7.41093188600297e-06,0.00201407489205818
"579","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,1257,1373,1087,486,1337,880,1081,1288,738,1177.20269707348,0.815370191568986,0.174167902335991,4.68151812494152,2.84758214492352e-06,0.000787991889010342
"580","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,1257,1373,1087,486,519,1248,1081,1288,738,1130.4421226853,0.722413601240937,0.169212832639011,4.2692601381013,1.96122428267624e-05,0.00504715692093138
"581","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,1257,1373,878,486,1337,1248,1081,1288,307,1115.36231786323,0.693298213610313,0.161615292774117,4.28980575853862,1.78829455848691e-05,0.00462759308484511
"582","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,1257,1373,878,486,1337,1248,1081,1288,738,1183.59675899688,0.827578995316464,0.169003750724788,4.89680845405688,9.74057005578431e-07,0.000273478431222392
"583","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,1257,1373,878,486,1337,1248,1081,709,738,1149.39316905243,0.760860065703935,0.182135487917283,4.1774399618897,2.94808445292316e-05,0.00741811750466791
"584","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,1257,1373,878,486,1337,1248,642,1288,738,1156.57054272376,0.775271790816111,0.184197833722216,4.20890829794056,2.5660749858392e-05,0.00652517287600634
"585","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,1257,1373,878,486,1337,880,1081,1288,738,1166.73332456472,0.795150986406648,0.181193711711317,4.38840277014416,1.14186162742394e-05,0.00304868601505826
"586","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,1257,593,1087,486,1337,1248,1081,1288,738,1139.25779653947,0.740308293229434,0.171191956949974,4.32443384852344,1.52924082256755e-05,0.00400513029835475
"587","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,796,1373,1087,486,1337,1248,1081,1288,738,1171.55343920179,0.804492606990742,0.177278928653492,4.53800467489962,5.6789001810605e-06,0.00155704757926011
"588","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,1252,796,1373,878,486,1337,1248,1081,1288,738,1161.08406669302,0.784108753459978,0.184022575456479,4.26093783067077,2.03570860028036e-05,0.00522875076355097
"589","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,907,1257,1373,1087,486,1337,1248,1081,1288,307,1110.15218611385,0.682269710912391,0.165136382976611,4.13155295407569,3.60320660233353e-05,0.00893155670937537
"590","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,907,1257,1373,1087,486,1337,1248,1081,1288,738,1178.3866272475,0.817629176063984,0.17305238508204,4.72474953567596,2.30399144987848e-06,0.000639817760378671
"591","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,907,1257,1373,1087,486,1337,880,1081,1288,738,1161.52319281534,0.784956197377487,0.184704190821296,4.24980177161731,2.13959778973624e-05,0.00548257682302485
"592","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,907,1257,1373,878,486,1337,1248,1081,1288,738,1167.91725473873,0.797445442759605,0.180162624483834,4.42625347540472,9.58838474910902e-06,0.00257992227385181
"593","chr10",42596809,42600503,1034,3547,1028,1411,744,767,879,759,1031,981,907,796,1373,1087,486,1337,1248,1081,1288,738,1155.87393494364,0.773830808022381,0.187383733120774,4.12965840275807,3.63302623282551e-05,0.00900031819367897
"594","chr10",42596809,42600503,1034,3547,1028,1005,1422,1102,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1227.20411773771,0.73996172182481,0.170148073565523,4.34892800323042,1.36804611770568e-05,0.00361026536288067
"595","chr10",42596809,42600503,1034,3547,1028,1005,1422,767,1445,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1232.87934492655,0.722022614187552,0.169140588560276,4.26877203356926,1.96552017555455e-05,0.00505597209140642
"596","chr10",42596809,42600503,1034,3547,1028,1005,1422,767,879,759,1414,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1225.15320579529,0.746218529149879,0.170273065484607,4.38248132214041,1.17335228109884e-05,0.00312986749151416
"597","chr10",42596809,42600503,1034,3547,1028,1005,1422,767,879,759,1031,1413,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1227.18405651932,0.739814974032228,0.169859029564493,4.35546450447212,1.32785033909369e-05,0.00351275664735975
"598","chr10",42596809,42600503,1034,3547,1028,1005,1422,767,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,307,1141.44189684876,0.663550331492607,0.160589826534396,4.13195745840404,3.59687001189739e-05,0.00891840364823335
"599","chr10",42596809,42600503,1034,3547,1028,1005,1422,767,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1209.67633798241,0.795829463619411,0.166798391371911,4.77120586759706,1.83126250965087e-06,0.000510506446289435
"600","chr10",42596809,42600503,1034,3547,1028,1005,1422,767,879,759,1031,981,1252,1257,1373,1087,486,1337,880,1081,1288,738,1192.81290355024,0.763816021977587,0.179135478940906,4.26390141413337,2.00888105840586e-05,0.0051613753497938
"601","chr10",42596809,42600503,1034,3547,1028,1005,1422,767,879,759,1031,981,1252,1257,1373,878,486,1337,1248,1081,1288,738,1199.20696547364,0.776051680313307,0.174329414097939,4.45163935374279,8.52172022297356e-06,0.00230222091379641
"602","chr10",42596809,42600503,1034,3547,1028,1005,1422,767,879,759,1031,981,1252,796,1373,1087,486,1337,1248,1081,1288,738,1187.16364567855,0.752922631695129,0.182013433592381,4.13663220804514,3.52440328698051e-05,0.00875376826736718
"603","chr10",42596809,42600503,1034,3547,1028,1005,1422,767,879,759,1031,981,907,1257,1373,1087,486,1337,1248,1081,1288,738,1193.99683372426,0.766081142651989,0.178097202823988,4.30147767906888,1.69662867255996e-05,0.00441016460264617
"604","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,1445,759,1414,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1233.24609867265,0.720781880766109,0.166740167117319,4.32278492475641,1.54071914057809e-05,0.00403275198334741
"605","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,1445,759,1031,1413,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1235.27694939669,0.714486251078527,0.166227209047562,4.29825090111507,1.72151228233723e-05,0.0044681373807145
"606","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,1445,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1217.76923085978,0.769517463886771,0.163755133334323,4.69919597766577,2.61187724813994e-06,0.000723460744709585
"607","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,1445,759,1031,981,1252,1257,1373,1087,486,1337,880,1081,1288,738,1200.90579642761,0.737523282977788,0.176403683799565,4.18088368163437,2.90378387642462e-05,0.00731624149962945
"608","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,1445,759,1031,981,1252,1257,1373,878,486,1337,1248,1081,1288,738,1207.29985835101,0.749752688704254,0.171491497176426,4.37195255186868,1.23140290583211e-05,0.0032746237826704
"609","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,1445,759,1031,981,907,1257,1373,1087,486,1337,1248,1081,1288,738,1202.08972660163,0.739786718311836,0.175338546470778,4.219190435887,2.45181115171613e-05,0.00624378703975866
"610","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,1221,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1220.09598794401,0.762632704858228,0.171530382255932,4.44605028466817,8.74634835561841e-06,0.00235922457872849
"611","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,1221,1031,981,1252,1257,1373,878,486,1337,1248,1081,1288,738,1209.62661543525,0.742814946572502,0.17867555082489,4.15733962001602,3.2197516045708e-05,0.00805021603524102
"612","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1414,1413,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1227.55081026543,0.738560637712038,0.167484796274935,4.40971750354972,1.03505553440056e-05,0.00277550718718023
"613","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1414,1413,1252,1257,1373,878,486,1337,1248,1081,1288,738,1217.08143775666,0.71878400744258,0.174910201691525,4.1094458784642,3.96609649476201e-05,0.00973628322433651
"614","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1414,981,1252,1257,1373,1087,486,1337,1248,1081,1288,307,1141.80865059487,0.662293502365061,0.158022721481689,4.1911283146823,2.77570616248495e-05,0.00702110899235929
"615","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1414,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1210.04309172852,0.794520430794127,0.164399617543116,4.83286057880124,1.34585044304657e-06,0.0003768860190866
"616","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1414,981,1252,1257,1373,1087,486,1337,1248,642,1288,738,1183.0168754554,0.74292670579418,0.180165306181802,4.12358362183506,3.73022948754564e-05,0.00921212365798752
"617","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1414,981,1252,1257,1373,1087,486,1337,880,1081,1288,738,1193.17965729635,0.762525879330252,0.177034067740076,4.30722679009898,1.65314091729532e-05,0.0043074721450983
"618","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1414,981,1252,1257,1373,878,486,1337,1248,1081,1288,738,1199.57371921975,0.774755144003873,0.172120103008915,4.50124727129488,6.75558582331457e-06,0.00184233381625799
"619","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1414,981,1252,796,1373,1087,486,1337,1248,1081,1288,738,1187.53039942466,0.751635691429073,0.179956084030047,4.17677288034103,2.95673984434011e-05,0.00743557362539905
"620","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1414,981,907,1257,1373,1087,486,1337,1248,1081,1288,738,1194.36358747037,0.764789360004645,0.17596900269868,4.34615954103138,1.38541818184843e-05,0.00365388215730098
"621","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,1413,1252,1257,1373,1087,486,1337,1248,1081,1288,307,1143.8395013189,0.655681210367592,0.157655448896116,4.15895051492727,3.19713146722168e-05,0.00800290638147024
"622","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,1413,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1212.07394245255,0.787901247048371,0.164106754345962,4.80115063020109,1.57756545282816e-06,0.00044063403688723
"623","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,1413,1252,1257,1373,1087,486,1337,880,1081,1288,738,1195.21050802039,0.755907433586182,0.176749996937041,4.27670408308658,1.89680668520878e-05,0.00488938921575302
"624","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,1413,1252,1257,1373,878,486,1337,1248,1081,1288,738,1201.60456994379,0.768136657607536,0.171839937479359,4.47007063011649,7.81937707908279e-06,0.00211842710669273
"625","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,1413,1252,796,1373,1087,486,1337,1248,1081,1288,738,1189.5612501487,0.745017441430754,0.179676491666507,4.14643804829829,3.37687493592821e-05,0.00841390090901008
"626","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,1413,907,1257,1373,1087,486,1337,1248,1081,1288,738,1196.39443819441,0.758171033381418,0.175692045068297,4.31534070359699,1.59356932107986e-05,0.00416227419623874
"627","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,307,1126.33178278199,0.713704219484256,0.153026460248651,4.66392686810219,3.10231670566251e-06,0.00085683928438239
"628","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,1288,738,1194.56622391564,0.845808342735788,0.159558882428433,5.30091668895435,1.15222662856585e-07,3.25933283470691e-05
"629","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,1081,709,738,1160.36263397119,0.78004713692125,0.17441003461158,4.47249000700248,7.7314014340051e-06,0.00209590471884136
"630","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,1257,1373,1087,486,1337,1248,642,1288,738,1167.54000764252,0.794258658234626,0.176443366156288,4.50149345672251,6.74776428366877e-06,0.00184078073945819
"631","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,1257,1373,1087,486,1337,880,1081,1288,307,1109.46834834982,0.67828145852854,0.164900035758604,4.11328872918786,3.9006202231548e-05,0.00959459465461939
"632","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,1257,1373,1087,486,1337,880,1081,1288,738,1177.70278948348,0.813846059989629,0.173007054274777,4.70412066953665,2.5496242469945e-06,0.000706669629188591
"633","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,1257,1373,1087,486,519,1248,1081,1288,738,1130.94221509529,0.720895898843827,0.16799122644323,4.29127112234901,1.77653249772704e-05,0.00459990656508392
"634","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,1257,1373,878,486,1337,1248,1081,1288,307,1115.86241027322,0.691830559484652,0.160299397300901,4.31586500719028,1.58979116558761e-05,0.00415365932695739
"635","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,1257,1373,878,486,1337,1248,1081,1288,738,1184.09685140687,0.826064432673325,0.167782709807072,4.92341811395936,8.50454730215253e-07,0.000238930577710815
"636","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,1257,1373,878,486,1337,1248,1081,709,738,1149.89326146242,0.759321411881202,0.181060168303897,4.19375182843491,2.74378157323876e-05,0.00694847832644744
"637","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,1257,1373,878,486,1337,1248,642,1288,738,1157.07063513375,0.773731751292821,0.183140940708123,4.22478856066344,2.3916522092419e-05,0.00609776210838792
"638","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,1257,1373,878,486,1337,880,1081,1288,738,1167.23341697471,0.793615030444243,0.180104725375753,4.40640870909147,1.05098572767213e-05,0.00281647905887221
"639","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,1257,593,1087,486,1337,1248,1081,1288,738,1139.75788894946,0.738786011268915,0.169993573422104,4.34596435851409,1.38665085700658e-05,0.0036560192364189
"640","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,796,1373,1087,486,1337,1248,1081,1288,738,1172.05353161178,0.802963037405138,0.176148869540642,4.55843423519601,5.153639693923e-06,0.0014157216701564
"641","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,796,1373,1087,486,1337,880,1081,1288,738,1155.19009717962,0.769948219554161,0.187304511260181,4.11067632260411,3.94501893021063e-05,0.00969003670772138
"642","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,1252,796,1373,878,486,1337,1248,1081,1288,738,1161.58415910302,0.782568449488685,0.182966594858776,4.27711107643838,1.89334343823608e-05,0.00488191583766092
"643","chr10",42596809,42600503,1034,3547,1028,1005,744,1102,879,759,1031,981,907,1257,1373,1087,486,1337,1248,1081,1288,307,1110.65227852384,0.680791356559243,0.163876222108448,4.15430223982536,3.26281666177584e-05,0.00815082676556004
